clust,num,tissue.subsets,tissue,identity.super,identity.sub,identity.super.short,identity.sub.short,zfin,daniocell.cluster,clust.collapse,ident.gene.1,ident.gene.2,ident.gene.3,roc.1,roc.2,roc.3,roc.4,roc.5,roc.6,wilcox.1,wilcox.2,wilcox.3,wilcox.4,wilcox.5,wilcox.6,
musc.3,3,muscle,presomitic mesoderm,presomitic mesoderm,"S0, S-I, S-II",presomitic mesoderm,"S0, S-I, S-II",ZFA:0000279,musc.3,musc.ct.3,ripply2,mespab,tbx6,pcdh8,her1,apoc1,ephb3,fn1b,hnrnpa0l,apoc1,ripply2,mespab,meox1,tbx6,pcdh8,
musc.4,4,muscle,somites,somitic mesoderm,"SI, SII, SIII",somitic mesoderm,"SI, SII, SIII",ZFA:0000155,musc.4,musc.ct.3,meox1,ripply1,tcf15,fn1b,tcf15,meox1,angptl7,cpn1,ran,meox1,ripply1,tcf15,fn1b,angptl7,kazald2,
musc.5,5,muscle,fast muscle,fast muscle cell,24-70 hpf,fast muscle cell,24-70 hpf,ZFA:0009117,musc.5,musc.ct.5,pvalb3,tnnt3a,myhz1.2,tnnt3a,myl1,ckma,acta1b,mybpc2b,ckmb,tnnt3a,myhz1.3,acta1b,tnni2a.4,myl1,myhz1.1,
musc.6,6,muscle,fast muscle,fast muscle cell,72-120 hpf,fast muscle cell,72-120 hpf,ZFA:0009117,musc.6,musc.ct.5,ankrd1b,myhz2,mylz3,pvalb2,pvalb1,ampd1,slc25a4,tnnt3b,mylz3,pvalb2,pvalb1,tnni2b.2,tnnt3b,mylpfb,mylz3,
musc.7,7,muscle,muscle,satellite cells,differentiating (jam2b+),satellite cells,differentiating (jam2b+),ZFA:0009272,musc.7,musc.ct.15,pax7a/7b,myog/mymk,jam2b,rplp1,rplp2l,nme2b.1,rpl36a,rpl37,si:dkey-151g10.6,col18a1b,eef1b2,faua,FP017215.1,jam2b,nme2b.1,
musc.8,8,muscle,somites,somite,early,somite,early,ZFA:0000155,musc.8,musc.ct.3,mafbb,myog/jam2a,megf10,rbm24a,mafbb,jam2a,zbtb18,fam107b,myog,myog,mafbb,rbm24a,jam2a,fam107b,cygb1,
musc.9,9,muscle,mesenchyme,satellite cells,fibroblasts (potentially incl. myosepta),fibroblasts,potentially incl. myosepta,ZFA:0009026,musc.9,musc.ct.15,pdgfra/pdgfrl/fmoda/vwde,en1a/1b/vegfc,pax3/pax7/myf5/tcf15,vwde,col1a2,col5a1,col1a1b,sparc,fmoda,fmoda,fgl1,col1a1b,col1a2,postnb,vwde,
musc.10,10,muscle,somites,somite,mid,somite,mid,ZFA:0000155,musc.10,musc.ct.3,mymk,jam2a,myog,zgc:101853,si:ch211-131k2.3,klhl41b,hsp90aa1.1,efhd1,hjv,myog,efhd1,jam2a,hsp90aa1.1,si:ch211-131k2.3,hjv,
musc.11,11,muscle,slow muscle,slow muscle,NA,slow muscle,NA,ZFA:0009116,musc.11,musc.ct.24,smyhc1,tnnt2d,nme2b.2,tnni4b.2,tnnt2d,tnnc1b,pvalb4,smyhc1,nme2b.2,pvalb4,tnnt2d,tnni4b.2,nme2b.2,tnnt2e,mybpc3,
musc.12,12,muscle,,likely doublets,muscle / neural,likely doublets,muscle / neural,,musc.12,,elavl3,syt5b,myod1,ptmaa,tuba1c,nova2,gpm6aa,mdkb,elavl3,fabp7a,tuba1c,ckbb,stmn1b,elavl3,gpm6aa,
musc.13,13,muscle,muscle,sclerotome,anterior chondrogenic,sclerotome,anterior chondrogenic,ZFA:0001080,musc.13,musc.ct.21,pax9,nkx3.2,pax1a/pax1b,tgfbi,pmp22a,si:ch211-286o17.1,col1a2,col1a1b,col5a1,tnn,tgfbi,nkx3.2,cthrc1a,pmp22a,col1a1b,
musc.14,14,muscle,paraxial mesoderm,muscle precursor cells,embryonic,muscle precursor cells,embryonic,ZFA:0009291,musc.14,musc.ct.14,mespab,ved/vox,tbx16/msgn1,tbx16,hnrnpa1b,stm,hnrnpa0b,khdrbs1a,hnrnpub,tbx16,stm,si:dkeyp-2e4.3,hnrnpa1b,NC-002333.4,akap12b,
musc.15,15,muscle,muscle,satellite cells,wnt2+,satellite cells,wnt2+,ZFA:0009272,musc.15,musc.ct.15,pax3a/pax3b/pax7a/pax7b,wnt2,myf5/tcf15,fabp3,thbs4b,nme2b.1,pax7a,pmp22a,krt8,thbs4b,fabp3,fmoda,wnt2,fsta,pax7a,
musc.16,16,muscle,muscle,sclerotome,"(incl. ventral caudal mesenchyme, axial tenocytes)",sclerotome,"inc. vent./caud. mese., axial tenocyte",ZFA:0001080,musc.16,musc.ct.21,nkx3-1/pax9,scxa/tnmd,cdon/rhag,pmp22a,sparc,col1a2,col1a1b,col1a1a,col5a1,tnn,ccl25b,postnb,ecrg4a,col1a2,rbp4,
musc.17,17,muscle,slow muscle,slow muscle,(incl. muscle pioneers),slow muscle,(incl. muscle pioneers),"ZFA:0009116,ZFA:0001086",musc.17,musc.ct.24,smyhc1,flnca,hnmt,tnnt2c,myl13,myl10,zgc:86709,acta1a,tnni1c,tnnt2c,myl13,myl10,smyhc1,zgc:86709,acta1a,
musc.18,18,muscle,paraxial mesoderm,ventral marginal mesoderm,7-9 hpf,ventral marginal mesoderm,7-9 hpf,ZFA:0001201,musc.18,musc.ct.1,eve1/cdx4,tbxta/tbx16,sox2,si:ch211-152c2.3,hnrnpa0b,hnrnpabb,hnrnpa1b,pou5f3,khdrbs1a,acin1a,acin1b,add3b,akap12b,AL935174.5,aldob,
musc.19,19,muscle,muscle,sclerotome/satellite cells,mixed progenitors,sclerotome/satellite cell,mixed progenitors,"ZFA:0001080,ZFA:0009272",musc.19,musc.ct.19,pax9/nkx3-1,pax7a/b,pax3a/b,actb2,tpm4a,postnb,krt18a.1,zgc:153867,ssr3,c1qtnf12,cd248b,col1a1b,csf1a,cthrc1a,fap,
musc.20,20,muscle,presomitic mesoderm,presomitic/somitic mesoderm,technical (low mitoRNA),pre-som. + somitic mesoderm,(low mitoRNA),"ZFA:0000279,ZFA:0000155",musc.20,,NA,NA,NA,eef1a1l1,naca,ran,rpl8,rpl7,rpl11,eef1a1l1,naca,ran,rpl8,rpl7,rpl11,
musc.21,21,muscle,muscle,sclerotome,,sclerotome,,ZFA:0001080,musc.21,musc.ct.21,nkx3-1,uncx,pax9,id3,actb2,tpm4a,fosab,agrn,six1b,grem1b,nkx3-1,shisa2a,sim1a,uncx,meis2b,
musc.22,22,muscle,muscle,migratory muscle precursors,,migratory muscle precursors,,ZFA:0005921,musc.22,musc.ct.22,lbx1a/1b,met,tbx15,mt-co2,COX3,mt-atp6,mt-cyb,mt-nd1,mt-co1,COX3,lbx1a,mt-co2,mt-atp6,mt-cyb,mt-nd1,
musc.23,23,muscle,fast muscle,cephalic muscles,(incl. ocular) fhl2a/fhl5/myhb/myl4+,cephalic muscles,(incl. opercular) fhl2a/5/myl4+,"ZFA:0001652,ZFA:0000521",musc.23,musc.ct.23,fhl2a/fhl5,tnni2a.1,myhb/myl4,tpm2,tpm1,cav3,desma,tpm3,tnni2b.1,actc1c,actn2b,adprhl1,AGBL1,ampd3a,ankrd24,
musc.24,24,muscle,somites,adaxial cells,NA,adaxial cells,NA,ZFA:0000003,musc.24,musc.ct.24,hnmt,myod1,efemp2a/2b,qkia,selenof,vcana,ntd5,efemp2a,unc45b,abtb2a,adgrl2a,alpi.1,aplnrb,bmp3,btc,
musc.25,25,muscle,muscle,mixed signature,pitx1/hand2/tbx5a/fmoda/tcf15+,mixed signature,pitx1/hand2/tbx5a/fmoda/tcf15+,,musc.25,,hand2,pitx1,prrx1b,tmem88b,actb2,jam2b,zgc:153867,tpm4a,xbp1,agrp,alx4a,angptl6,CABZ01074363.1,cav1,cfd,
musc.26,26,muscle,muscle,cephalic muscles,(incl. opercular) gfra3/ret/msc+,cephalic muscles,(incl. opercular) gfra3/ret/msc+,"ZFA:0001652,ZFA:0000521",musc.26,musc.ct.23,msc,ret,gfra3,tuba8l3,prdx2,nme2b.1,gfra3,XLOC-019859,tbx1,fam69c,fbln5,foxl2a,foxl2b,gfra3,hlx1,
musc.27,27,muscle,somites,somite,late,somite,late,ZFA:0000155,musc.27,musc.ct.3,tnnt2c,tnni2b.1,crip2/fstb,txlnbb,tnnt2c,cox17,zgc:101853,rbfox1l,desma,AL772146.2,alpk3a,alpk3b,ank1b,ank2a,arpp21,
musc.28,28,muscle,paraxial mesoderm,tail bud,neuromesodermal progenitors,tail bud,neuromesodermal progenitors,ZFA:0000077,musc.28,musc.ct.1,fgf8,tbxta/sox2,hoxd10a/10b,fgf8a,hoxb10a,hoxd10a,hes6,hoxd12a,hnrnpa0l,acsl2,adam8a,apela,b3gnt7l,BX005254.2,BX005254.3,
musc.29,29,muscle,somites,presomitic/somitic mesoderm,tailbud / posterior somites (hoxa13a+),pre-som. + somitic mesoderm,tailbud / posterior,"ZFA:0000279,ZFA:0000155",musc.29,musc.ct.3,hoxa13a,ripply1,ripply2,apoc1,fbln1,apoeb,cxcl12b,hoxc13a,hsp90ab1,CABZ01074130.1,cxcl12b,hoxa13a,hoxa13b,hoxb13a,hoxc12b,
musc.30,30,muscle,fast muscle,fast muscle cell,technical (low UMI),fast-twitch muscle,technical (low UMI),ZFA:0009117,musc.30,musc.ct.5,tnnt3a,myhz1.1/1.2/1.3,tnnt2a.4,tnni2a.4,tnnc2,mylpfb,ckma,tnnt3a,pvalb2,mylpfb,tnni2a.4,tnnt3a,tnnt3b,tnnc2,myl1,
musc.31,31,muscle,muscle,sclerotome,"14-21 hpf, dividing, irx7/foxf2a+",sclerotome,"14-21 hpf, dividing, irx7+",ZFA:0001080,musc.31,musc.ct.21,nkx3-1/pax9,irx7,foxf2a,tmem88b,actb2,tpm4a,lin28a,si:ch211-286o17.1,h3f3a,angpt2b,col15a1b,cxadr,foxd1,foxd2,foxf2a,
musc.32,32,muscle,muscle,tail,mesenchyme,tail,NA,,musc.32,,hoxc13a/13b,crabp2a/scxa,tcf15/myf5,CABZ01074130.1,col1a1a,crabp2a,hoxc13a,hoxc13b,crabp1b,and1,CABZ01074130.1,cdo1,crabp1b,crabp2a,hoxa13a,
musc.33,33,muscle,slow muscle,slow muscle,technical (low mitoRNA/UMIs),slow muscle,technical (low mitoRNA/UMIs),ZFA:0009116,musc.33,,tnni1c,smyhc1,fhl1a,acta1a,tnni2b.1,myl10,tnnt2c,myl13,actc1a,tnni1c,fhl1a,smyhc1,tnnt2c,zgc:86709,myl13,
musc.34,34,muscle,muscle,cephalic muscles,potentially from MMPs (lbx1a+ tbx1-),cephalic muscles,maybe from MMPs (lbx1a+ tbx1-),ZFA:0001652,musc.34,musc.ct.23,pitx2,tbx1-,lbx1a,pitx2,tuba8l3,tmsb,ptk7a,tbx15,prdx2,alx4a,BX324132.3,ca4a,emx1,lhx1a,lmx1ba,
musc.35,35,muscle,heart,cardiac muscle,NA,cardiac muscle,NA,ZFA:0005280,musc.35,musc.ct.35,cmlc1/myl7,tnnt2a,tpm4a,tnnt2a,myl7,cmlc1,tpm4a,tnni1b,tnnc1a,adprhl1,cacna1c,cacna1g,clec19a,clic2,cmlc1,
musc.36,36,muscle,,likely doublets,muscle / epidermis,likely doublets,muscle / epidermis,,musc.36,,krt4,cyt1,ecrg4b,tmsb1,cfl1l,krt4,cyt1,epcam,pfn1,abi3b,caspb,gpa33a,sh3d21,sh3gl1a,si:ch211-264f5.6,
neur.1,1,neural,neural,neurons,"48-72 hpf, high mito. [glutamatergic, glycinergic]",neurons,"48-72 hpf, high mito. [glut-/glycinergic]",,neur.1,neur.ct.8,atp6v0cb/cspg5a,elavl3/elavl4,slc17a6a/b/slc6a5,mt-co2,COX3,mt-cyb,mt-atp6,mt-nd1,mt-co1,aplp1,appa,atp1a3a,atp1b2a,atp6ap2,atp6v0cb,
neur.2,2,neural,neural,progenitors,"unknown, incl. some retina",progenitors,"unknown, incl. some retina",,neur.2,neur.ct.36,pcna/mcm7,vsx2/six3b/six6b,,si:dkey-151g10.6,rpl39,rplp1,rpl37,rps29,rpl36a,dut,eef1b2,fabp11a,fabp7a,faua,naca,
neur.3,3,neural,neural,hindbrain,rhombomeres 2-8 (committed/neurog1+),hindbrain,rhombomeres 2-8 (committed/neurog1+),,neur.3,neur.ct.3,lbx1b/gsx1/auts2b/phox2bb/gbx1/hoxb5a/hoxb6a/cyp26b1/hoxa2b/egfl6,neurog1/ascl1b,,LOC798783,dla,gadd45gb.1,XLOC-003689,si:ch73-21g5.7,her4.2,actb2,acvr1ba,acvr2ba,ago1,amotl2a,angptl4,
neur.4,4,neural,neural,hindbrain,rhombomeres 2-8,hindbrain,rhombomeres 2-8,,neur.4,neur.ct.3,lbx1b/gsx1/auts2b/phox2bb/gbx1/hoxb5a/hoxb6a/cyp26b1/hoxa2b/egfl6,,,gfap,sox3,XLOC-003690,XLOC-003689,cldn5a,hmgn2,ackr3b,actb1,acvr2ba,adgrg1,ago1,ahcy,
neur.5,5,neural,neural,optic tectum,[gabaergic],optic tectum,[gabaergic],,neur.5,neu.ct.5,gata2a/gata3,sox14/tal1,gad1b/gad2,gata3,ptmaa,slc6a1b,tal1,lhx1a,zc4h2,adam22,adgrb1a,ankrd12,atp1a3a,atp6v0cb,atp6v1e1b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8869500/
neur.6,6,neural,neural,progenitors,midbrain and hindbrain,progenitors,midbrain and hindbrain,,neur.6,neur.ct.3,timp2b/msx1b/msx3,en2a/en2b/pax2a,lbx1b/gsx1/auts2b/phox2bb/gbx1/hoxb5a/hoxb6a/cyp26b1/hoxa2b/egfl6,CABZ01075068.1,ran,eef1a1l1,zgc:56493,naca,cldn5a,aaas,aamp,aatf,abce1,abcf1,ackr3b,
neur.7,7,neural,neural,diencephalon,"dorsal, thalamus [glutamatergic]",diencephalon,"dorsal, thalamus [glutamatergic]",,neur.7,neur.ct.35,lhx9/lef1,barhl1a/1b/2,slc17a6a/b,lhx9,ptmaa,stmn1b,gpm6ab,tuba1c,ctnnbip1,ablim1a,actb1,adam22,adcyap1b,ank2b,ankrd12,
neur.8,8,neural,neural,neurons,36-60 hpf [glutamatergic],neurons,36-60 hpf [glutamatergic],,neur.8,neur.ct.8,inab,elavl3/elavl4,slc17a6a/b,tmsb,tuba1c,tubb5,gng2,gap43,zc4h2,abhd17b,acsbg2,actb1,adam22,adcyap1b,add2,
neur.9,9,neural,neural,cerebellum,granule cells [glutamatergic],cerebellum,granule cells [glutamatergic],,neur.9,neur.ct.9,fat2/nebl/neurod2/neurod6b,slc17a6a/b,zic1/zic2a/zic5,neurod1,nfixb,neurod2,ckbb,nfia,tuba1c,actb2,adam22,adcyap1b,atp5mc1,atp6v0cb,atp6v1e1b,
neur.10,10,neural,neural,ventral forebrain,"diencephalon, hypothalamus, preoptic area [gabaergic]",ventral forebrain,"dienc., hypo., preoptic",,neur.10,neur.ct.10,dlx5a/6a/2a/1a,islr2,gad1b/gad2,dlx5a,dlx1a,dlx2a,slc32a1,h2afx1,stmn1b,aatkb,adgrb1a,adgrb1b,aes,aldocb,amph,
neur.11,11,neural,neural,midbrain,progenitors (her4.1+),midbrain,progenitors (her4.1+),,neur.11,neur.ct.11,ascl1b/pax7a,helt/hs3st1l2/cep112/dbx1a,her4.1/her15.1,hmgn2,her15.1,h3f3a,her4.1,her4.2,XLOC-003692,adgrl2a,adh5,ago1,ahcy,alyref,ank1a,
neur.12,12,neural,neural,diencephalon,"tuberculum, [gabaergic, glycinergic]",diencephalon,"tuberculum, [gabaergic, glycinergic]",,neur.12,neur.ct.35,otpa/otpb,lhx1a/lhx5,gdf11/pax2a/slc6a5,lhx1a,elavl3,tmeff1b,hmgb3a,nova2,zc4h2,adam22,add2,afap1,akt3b,ank3a,ankrd12,
neur.13,13,neural,neural,ectoderm,5-8 hpf,ectoderm,5-8 hpf,,neur.13,neur.ct.13,stm,elavl1a,,hnrnpa1b,stm,anp32e,si:ch211-152c2.3,apoeb,hspb1,aatf,abcf1,abcf2a,abhd10b,abracl,abt1,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7910469/, see stm expression in ZFIN"
neur.14,14,neural,neural,neurons,108-120 hpf [glutamatergic],neurons,108-120 hpf [glutamatergic],,neur.14,neur.ct.8,slc17a6a/slc17a6b,elavl3/4,eno1a/nefma/nefmb,gapdhs,ywhag2,sncb,atp6v0cb,gpm6aa,vamp2,aatkb,abhd3,adam11,adam23a,adcyap1b,adgrb1a,
neur.15,15,neural,neural,neural plate,8-10 hpf,neural plate,8-10 hpf,,neur.15,neur.ct.13,her3/her8a,sox2/sox3,,hspb1,NC-002333.4,ncl,si:ch211-152c2.3,npm1a,hmga1a,aatf,abcf1,abcf2a,abracl,abt1,acin1a,
neur.16,16,neural,neural,hindbrain,rhombic lip,hindbrain,rhombic lip,,neur.16,neur.ct.16,msx3/msx1b,olig3/olig4/zic2b,atoh1a/atoh1b/atoh8,mdka,stmn1a,hmgn2,XLOC-003690,id1,cldn5a,acss1,ago1,ahcy,akap12b,angptl4,anp32a,
neur.17,17,neural,neural,likely doublets,epidermis/blood,likely doublets,epidermis/blood,,neur.17,,krt4/cyt1,hbbe3/hbbe1.2,,krt4,cyt1,cyt1l,hbbe3,rps29,icn,acta1b,actc1b,aep1,agr1,ahcy,anxa1a,
neur.18,18,neural,neural,hindbrain,lateral [glutamatergic],hindbrain,lateral [glutamatergic],,neur.18,neur.ct.3,tshz2/tshz3b,barhl1a/1b/2/roraa/evx1/scrt1b,slc17a6a/b,mab21l2,meis1b,gpm6ab,meis2b,roraa,ptmaa,barhl1a,barhl1b,barhl2,CR383676.1,ddit3,dvl1b,https://anatomypubs.onlinelibrary.wiley.com/doi/10.1002/dvdy.22228
neur.19,19,neural,neural,neurons,"108-120 hpf [cholinergic, gabaergic, glycinergic]",neurons,108-120 hpf [chol-/gaba-/glycinergic],,neur.19,neur.ct.19,snap25a/atp1a3a,atp1b1b/atp2a3b,ache/gad2/slc6a5,gapdhs,snap25a,sncgb,atp6v0cb,sncb,stxbp1a,aatka,aatkb,abat,abcg4a,abhd3,acbd7,
neur.20,20,neural,neural,telencephalon,,telencephalon,,,neur.20,neur.ct.20,zic1/zic4,foxg1a,gsx2,mdka,her2,rps7,XLOC-003690,zfp36l1a,rpl10a,aaas,aamp,abce1,ackr3b,add3a,adi1,
neur.21,21,neural,neural,diencephalon,ventral ,diencephalon,ventral ,,neur.21,neur.ct.21,nkx2.4a/b,nkx2.2a/b/nkx2.1,prdx1,nkx2.4b,id3,nkx2.4a,her15.1,rps7,XLOC-003690,adgrv1,ahcy,akap12b,AL954322.2,aldh2.1,atp1a1b,
neur.22,22,neural,neural,telencephalon,pallium [glutamatergic],telencephalon,pallium [glutamatergic],,neur.22,neur.ct.22,tbr1b/eomesa/draxin,emx3/emx1,slc17a6a/b,tbr1b,celf2,eomesa,sox4a,ptmaa,nrn1a,adam22,adcyap1b,ajap1,ank3a,barhl2,bcl11ba,
neur.23,23,neural,neural,neurons,(incl. some likely doublets),neurons,(incl. some likely doublets),,neur.23,,pvalb1/pvalb2/elavl4,apoa1/apoa2,actc1b,pvalb2,pvalb1,apoa2,actc1b,CR383676.1,stmn1b,actc1b,apoa1b,apoa2,barhl2,CR383676.1,ctrb1,
neur.24,24,neural,neural,midbrain,,midbrain,,,neur.24,neur.ct.11,pax7a/en2a/en2b,chchd10,,si:dkey-151g10.6,stmn1a,rplp1,nme2b.1,fabp7a,rplp2l,aaas,aamp,abce1,abhd10b,acadm,acp1,
neur.25,25,neural,neural,midbrain-hindbrain boundary,,midbrain-hindbrain boundary,,,neur.25,neur.ct.11,en2a/2b,cnpy1,fgf8a/pax2a,en2b,cnpy1,pax5,en2a,en1b,mdka,ahcy,angptl4,atoh1a,atoh1b,atp1b4,btg3,https://journals.biologists.com/dev/article/147/6/dev184143/223080/A-single-cell-transcriptome-atlas-of-the
neur.26,26,neural,neural,non-neural ectoderm,"presumptive, 8-12 hpf",non-neural ectoderm,"presumptive, 8-12 hpf",,neur.26,neur.ct.26,nr6a1a/dlx3b,tp63/gata2a/foxi1/gata3,ved,apoeb,NC-002333.4,apoc1,hspb1,dlx3b,ncl,abcf1,abracl,acin1a,acin1b,actr2a,acvr1bb,
neur.27,27,neural,neural,pharyngeal arch,some neural crest (six1a+),pharyngeal arch,some neural crest (six1a+),,neur.27,neur.ct.27,pmp22a/prrx1a1b,twist1a/prrx1a,six1a,pmp22a,si:dkey-151g10.6,rplp1,rpl37,rplp2l,rps29,ahnak,cd248b,col1a1b,col1a2,col2a1b,colec12,
neur.28,28,neural,neural,hindbrain,"rhombomere 7-8, [glycinergic]",hindbrain,"rhombomere 7-8, [glycinergic]",,neur.28,neur.ct.3,hoxb5b/5a,hoxb6a/6b,hoxb3a/hoxc4a,hoxb5b,hoxc4a,hoxb5a,hoxb3a,ptmaa,elavl3,adcyap1b,atcaya,cadm4,calm2a,ckbb,cplx2,
neur.29,29,neural,neural,optic tectum,(nfixb+/tal2+) [gabaergic] ,optic tectum,(nfixb+/tal2+) [gabaergic] ,,neur.29,neur.ct.5,gata2a/gata3/tal1/sox14,tal2/nfixb,gad1b/gad2,tal1,ptmaa,slc6a1b,nfixb,gpm6aa,ckbb,apoa1b,apoa2,atp6v0cb,atp6v1e1b,atp6v1g1,atpv0e2,
neur.30,30,neural,neural,neurons,cranial ganglion [glutamatergic],neurons,cranial ganglion [glutamatergic],,neur.30,neur.ct.30,six1a/1b/4b,isl1/isl2b/neurod1/d4,slc17a6a/b,tuba8l3,six1b,vim,isl2b,si:ch211-56a11.2,pcbp4,abhd15a,abl1,adam11,adam19b,adcyap1b,aktip,
neur.31,31,neural,neural,likely doublets,neurons/exocrine pancreas/blood?,likely doublets,neurons/exocrine pancreas/blood?,,neur.31,,,,,apoa1b,apoa2,krt4,rbp4,icn,krtt1c19e,abcc2,abcg2a,acaa1,acmsd,acsf2,actc1b,
neur.32,32,neural,neural,neural plate,10-12 hpf,neural plate,10-12 hpf,,neur.32,neur.ct.13,her3/her8a,en2b,sox2/sox3,rps18,NC-002333.4,rpl4,ncl,rpl6,hspb1,abcf1,acin1a,akap12b,alcamb,aldob,anp32a,
neur.33,33,neural,neural,hindbrain,36-60 hpf [glutamatergic],hindbrain,36-60 hpf [glutamatergic],,neur.33,neur.ct.3,phox2bb/phox2a,hoxa3a/tlx2/lmx1bb,slc17a6a/b,lmx1bb,phox2bb,tmsb,tlx2,tuba1c,elavl3,adcyap1b,adra2c,atcaya,cadm4,cbln1,cbln2b,
neur.34,34,neural,neural,diencephalon,ventral (kctd4+/ptpn5+/mir7a-1+) [dopaminergic],diencephalon,ventral [dopaminergic],,neur.34,neur.ct.21,nkx2.4a/b,kctd4/ptpn5/mir7a-1,,mllt11,h2afx1,gapdhs,gng3,nkx2.4b,oaz1b,ak5l,bsx,capslb,cbln1,CU855878.1,cxxc4,
neur.35,35,neural,neural,diencephalon,"dorsal, 36-48 hpf",diencephalon,"dorsal, 36-48 hpf",,neur.35,neur.ct.35,dla/dlb,her4.2/her15.1/her15.2,tfap2d/lef1/tfap2e,dlb,si:ch211-222l21.1,tp53inp2,ebf2,elavl3,cirbpb,barhl1a,chd4a,cirbpb,dla,dlb,ebf2,
neur.36,36,neural,neural,progenitors,"14-24 hpf, unknown, incl. some optic vesicle",progenitors,"14-24 h, incl. optic ves.",,neur.36,neur.ct.36,pcna/mcm7,vsx2/six3b/six6b,her9/her8a/her6,eef1a1l1,rps7,rplp0,ran,rpl7,rpl11,adi1,aldob,anp32b,atic,btf3,BX927258.1,
neur.37,37,neural,neural,neural crest,incl. vagal NCCs,neural crest,incl. vagal NCCs,,neur.37,neur.ct.44,sox10/foxd3,phox2bb,ngfrb/zeb2a,pmp22a,tuba8l3,mcamb,foxd3,krt8,sparc,aatka,adam8a,adgra2,adgrg6,afap1l1a,afap1l1b,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5088718/
neur.38,38,neural,neural,midbrain,dorsal (incl. some glia),midbrain,dorsal (incl. some glia),,neur.38,neur.ct.11,clybl/tnfrsf19,zic1/zic2a/zic5/zic6,fabp11a/fabp7a/7b,mdka,fabp11a,zic2a,zic1,wls,sdc4,ackr3b,atp1a1b,axin2,bmp5,bmp6,bmper,
neur.39,39,neural,neural,hindbrain,"rhombic lip (atoh1a/b+, msx3-/olig3-)",hindbrain,"rhombic lip (atoh1a/b+, msx3-/olig3-)",,neur.39,neur.ct.16,olig4,atoh1a/atoh1b,msx3–/olig3–,atoh1b,LOC798783,cdkn1ca,dlb,gadd45gb.1,im:7152348,actb2,adgrg1,atoh1a,atoh1b,atoh8,barhl1b,
neur.40,40,neural,neural,ventral forebrain,"early (arxb+) diencephalon, hypothalamus, preoptic area: gabaergic",ventral forebrain,"early dienc., hypo., preoptic",,neur.40,neur.ct.10,dlx1a/dlx2a/dlx5a,gad1b/gad2,arxa/arxb/ascl1a,dlx2a,dlx1a,XLOC-003692,abhd6a,her4.2,dla,arxa,arxb,ascl1a,cdkn1ca,cited1,CU929240.1,https://www.sciencedirect.com/science/article/pii/S0012160613002972
neur.41,41,neural,neural,Purkinje neurons,gabaergic (gad2+),Purkinje neurons,gabaergic (gad2+),,neur.41,neur.ct.41,aldoca/slc1a3b/foxp1b,skor1a/1b,gad1b/gad2,ebf3a,lhx1a,pbx1a,slc32a1,rorb,skor1b,aldoca,ano2,atp2a3,ca8,camkvl,chmp2ba,
neur.42,42,neural,neural,optic tectum,"presumptive (tal2+/rhbdl3+), 36-48 hpf",optic tectum,presumptive 36-48 h (tal2+/rhbdl3+),,neur.42,neur.ct.5,tal2/gata2a,tfap2e,otx2a/otx2b,tal2,gata2a,dlb,tp53inp1,myt1b,si:ch211-222l21.1,ascl1b,dla,dlb,emx2,gata2a,helt,
neur.43,43,neural,neural,hindbrain,subventricular zone,hindbrain,subventricular zone,,neur.43,neur.ct.43,vsx1/foxn4,gbx1/gata2a,hes2.1/2.2,insm1a,hes6,foxn4,h3f3a,si:ch211-222l21.1,hes2.2,adarb1a,ANKRD50,anln,ap1m2,arhgap11a,arhgap19,
neur.44,44,neural,neural,neural crest,14-18 hpf,neural crest,14-18 hpf,,neur.44,neur.ct.44,ednrab,inka1a/nr2f5,sox10/foxd3/snai1b,ednrab,slc1a3a,inka1a,eef1a1l1,atf3,mfap2,aamp,abhd10b,abt1,acot14,adi1,adsl,
neur.45,45,neural,neural,diencephalon,dorsal habenula [glutamatergic],diencephalon,dorsal habenula [glutamatergic],,neur.45,neur.ct.45,pou4f1/gng8/kctd12.1,slc17a6a/b,zic1/zic2a/zic3,nrn1a,msi2b,pou4f1,gnao1a,ywhaz,tcf7l2,ano2,asic2,bcl11ba,bean1,BX247868.1,ca4a,"https://www.cell.com/developmental-cell/pdf/S1534-5807(17)31039-0.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2927325/"
neur.46,46,neural,neural,neurons,gill,neurons,gill,,neur.46,neur.ct.46,pvalb8/prr15la/scg3/nrxn2a,gfral/grp/vill,foxa/foxa3,icn,pvalb8,epcam,cldnh,grp,wu:fb18f06,abch1,acsl1b,acy3.2,adipor2,ahr2,akap9,
neur.47,47,neural,neural,enteric neurons,[adrenergic - th+/dbh+],enteric neurons,[adrenergic - th+/dbh+],,neur.47,neur.ct.47,phox2bb/phox2a,ret,vipb,phox2bb,phox2a,hand2,vim,gap43,flot2a,AL954322.2,amigo3,anos1b,anxa13l,arpp21,atp11a,https://elifesciences.org/articles/60005.pdf
neur.48,48,neural,neural,diencephalon,"hypothalamus, [dopaminergic, serotonergic]",diencephalon,hypothalamus [dopamin-/serotonergic],,neur.48,neur.ct.48,fev,gata2a/gata3,lmx1bb/gch1,fev,gata2a,lmx1bb,gata3,txn,vat1,cpne7,ddc,fev,gata2a,gata3,gch1,
